,code,disindexla,GDP_rppp,gdp_g,k_g,tfp,tfp_g,decade,l1savgnatshock,l1savgpolshock,l1savgrevshock,l1savgtershock,natshock,polshock,revshock,tershock,year,ret,exchgvol,country,tsset_period,tsset_country,GDPPerCap,idgdp,iydgdp,scale_natshock,scale2_natshock,scale_polshock,scale2_polshock,scale_revshock,scale2_revshock,scale_tershock,scale2_tershock,scale_floshock,scale2_floshock,scale_nfloshock,scale2_nfloshock,scale_erqshock,scale2_erqshock,scale_stoshock,scale2_stoshock,scale_onatshock,scale2_onatshock,scale_d_polshock,scale2_d_polshock,scale_d_tershock,scale2_d_tershock,scale_d_natshock,scale2_d_natshock,scale_d_floshock,scale2_d_floshock,scale_d_nfloshock,scale2_d_nfloshock,scale_d_onatshock,scale2_d_onatshock,scale_d_stoshock,scale2_d_stoshock,scale_d_erqshock,scale2_d_erqshock,scale_d_revshock,scale2_d_revshock,lvol,lavgvol,l1lvol,l1lavgvol,avgret,l1ret,l1avgret,savgnatshock,savgpolshock,savgrevshock,savgtershock,l1iydgdp,l1avgnatshock_25,l1avgpolshock_25,l1avgrevshock_25,l1avgtershock_25,lavgbondvol,l1lavgbondvoly,avgbondyield,l1avgbondyield,lavgcs_vol,l1lavgcs_vol,l1avgcs_skew,l1lavgcs_kurt,avgcs_ret,l1avgcs_ret,avggdp_for_med,lavggdp_for_span,l1avgexR,lavgexchgvol,l1lavgexchgvol,lavgexchangerate,l1avgskew,l1lavgkurt,yy1,yy2,yy3,yy4,yy5,yy6,yy7,yy8,yy9,yy10,yy11,yy12,yy13,yy14,yy15,yy16,yy17,yy18,yy19,yy20,yy21,yy22,yy23,yy24,yy25,yy26,yy27,yy28,yy29,yy30,yy31,yy32,yy33,yy34,yy35,yy36,yy37,yy38,yy39,yy40,yy41,yy42,yy43,yy44,yy45,yy46,yy47,yy48,yy49,yy50,yy51,yy52,yy53,yy54,yy55,yy56,yy57,yy58,yy59,yy60,yy61,yy62,yy63,yy64,yy65,yy66,yy67,yy68,yy69,yy70,yy71,yy72,yy73,yy74,yy75,yy76,yy77,yy78,yy79,yy80,yy81,yy82,yy83,yy84,yy85,yy86,yy87,yy88,yy89,yy90,yy91,yy92,yy93,yy94,yy95,yy96,yy97,yy98,yy99,yy100,yy101,yy102,yy103,yy104,yy105,yy106,yy107,yy108,yy109,yy110,yy111,yy112,yy113,yy114,yy115,yy116,yy117,yy118,yy119,yy120,yy121,yy122,yy123,yy124,yy125,yy126,yy127,yy128,yy129,yy130,yy131,yy132,yy133,yy134,yy135,yy136,yy137,yy138,yy139,yy140,yy141,yy142,yy143,yy144,yy145,yy146,yy147,yy148,yy149,yy150,yy151,yy152,yy153,yy154,yy155,yy156,yy157,yy158,yy159,yy160,yy161,yy162,yy163,yy164,yy165,yy166,yy167,yy168,yy169,yy170,yy171,yy172,yy173,yy174,cc1,cc2,cc3,cc4,cc5,cc6,cc7,cc8,cc9,cc10,cc11,cc12,cc13,cc14,cc15,cc16,cc17,cc18,cc19,cc20,cc21,cc22,cc23,cc24,cc25,cc26,cc27,cc28,cc29,cc30,cc31,cc32,cc33,cc34,cc35,cc36,cc37,cc38,cc39,cc40,cc41,cc42,cc43,cc44,cc45,cc46,cc47,cc48,cc49,cc50,cc51,cc52,cc53,cc54,cc55,cc56,cc57,cc58,cc59,cc60,lpop,ivrich_l1savgnatshock,ivpost_l1savgnatshock,ivbig_l1savgnatshock,ivrich_l1savgpolshock,ivpost_l1savgpolshock,ivbig_l1savgpolshock,ivrich_l1savgrevshock,ivpost_l1savgrevshock,ivbig_l1savgrevshock,ivrich_l1savgtershock,ivpost_l1savgtershock,ivbig_l1savgtershock,evrich_l1avgret,evpost_l1avgret,evbig_l1avgret,evrich_l1lavgvol,evpost_l1lavgvol,evbig_l1lavgvol
836,ECU 1995,0.00658983,87.62,NA,0.019670729,NA,NA,1990,0,0,0,0,0,0,0,0,1995,-0.113833308,0.275260478,ECU,7982,13,8014,0.129102752,3.280825853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.070659637,-4.168330193,-4.2921381,-4.066010952,-0.044965468,-0.081754662,0.055836141,0,0,0,0,4.626096725,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.066526614,-0.812947452,-0.407498926,7.798648357,0.326277226,0.961331487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.341711044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
837,ECU 1996,0.005730594,89.72,NA,0.01618788,NA,NA,1990,0,0,0,0,1,0,0,0,1996,-0.206103578,0.33029741,ECU,7984,13,8014,1.072651267,2.33609724,3.001488686,9.008934021,0,0,0,0,0,0,0,0,3.001488686,9.008934021,3.001488686,9.008934021,0,0,0,0,0,0,0.00088179,0.002646684,0.032995746,0.099036358,0,0,0.032995746,0.099036358,0.000194976,0.000585219,0.000295719,0.000887599,0.03250505,0.097563542,0,0,-4.53710556,-4.485741138,-4.239426136,-4.114620209,-0.154022574,-0.214398727,-0.146033064,0.750372171,0,0,0,1.733311057,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.100403681,-1.006049514,-0.92997843,7.9049716,0.222403497,0.608110368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.360190392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
838,ECU 1996,0.005730594,89.72,NA,0.01618788,NA,NA,1990,0.750372171,0,0,0,0,0,0,0,1996,-0.048407581,0.470973402,ECU,7986,13,8014,0.421943039,1.765152574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.722409725,-4.596228123,-5.060033321,-4.663227558,-0.129590809,-0.04945334,-0.145947233,0.750372171,0,0,0,1.472312212,0.25,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.083187446,-0.954167247,-1.090035677,8.016482353,0.142871484,0.58886832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.360190392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
839,ECU 1996,0.005730594,89.72,NA,0.01618788,NA,NA,1990,0.750372171,0,0,0,0,0,0,0,1996,0.114909887,0.422718376,ECU,7987,13,8014,0.580307066,2.373608589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.513874054,-4.685855865,-4.722409725,-4.596228123,-0.047263652,-0.048407581,-0.129590809,0.750372171,0,0,0,1.765152574,0.25,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.086702861,-1.021429181,-0.954167247,8.067296028,0.079818808,0.632877111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.360190392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840,ECU 1996,0.005730594,89.72,NA,0.01618788,NA,NA,1990,0.750372171,0,0,0,0,0,0,0,1996,-0.04945334,0.216330752,ECU,7985,13,8014,0.298707187,1.472312212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.060033321,-4.663227558,-4.53710556,-4.485741138,-0.145947233,-0.206103578,-0.154022574,0.750372171,0,0,0,2.33609724,0.25,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.095444143,-1.090035677,-1.006049514,7.961668968,0.123149276,0.542044759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.360190392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
841,ECU 1997,0.00738817,93.36,NA,0.012050679,NA,NA,1990,0.750372171,0,0,0,0,0,0,0,1997,-0.132472873,0.087840259,ECU,7988,13,8014,0.348763853,1.649721146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.507997036,-4.677323818,-4.513874054,-4.685855865,-0.028855976,0.114909887,-0.047263652,0,0,0,0,2.373608589,0.25,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08554022,-1.205755472,-1.021429181,8.125577927,-0.046668541,0.666553199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.377801895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
842,ECU 1997,0.00738817,93.36,NA,0.012050679,NA,NA,1990,0,0,0,0,0,0,0,0,1997,-0.153467193,0.220688462,ECU,7991,13,8014,1.413212776,3.971062899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.39394331,-4.633704662,-4.996777058,-4.481036663,-0.093627483,-0.056412954,-0.026533211,0,0,0,0,3.138157368,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09019351,-1.987226725,-1.673536301,8.293273926,-0.174279749,0.573135555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.377801895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
843,ECU 1997,0.00738817,93.36,NA,0.012050679,NA,NA,1990,0,0,0,0,0,0,0,0,1997,-0.056412954,0.102517717,ECU,7990,13,8014,1.316351652,3.138157368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.996777058,-4.481036663,-4.101337433,-4.434990883,-0.026533211,-0.032156903,-0.024531867,0,0,0,0,2.243748665,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.090328149,-1.673536301,-1.274050355,8.238453865,-0.131496564,0.56916517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.377801895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
844,ECU 1997,0.00738817,93.36,NA,0.012050679,NA,NA,1990,0,0,0,0,0,0,0,0,1997,-0.032156903,0.137253776,ECU,7989,13,8014,0.892734826,2.243748665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.101337433,-4.434990883,-4.507997036,-4.677323818,-0.024531867,-0.132472873,-0.028855976,0,0,0,0,1.649721146,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.086129226,-1.274050355,-1.205755472,8.182051659,-0.003464755,0.646396995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.377801895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
845,ECU 1998,0.007207051,95.33,NA,0.012070301,NA,NA,1990,0,0,0,0,0,0,0,0,1998,-0.198377401,1.448019743,ECU,7994,13,8014,0.190955549,3.328203678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.121069431,-4.566484451,-4.691702366,-4.824872494,-0.172219723,-0.200330272,-0.136728615,0,0,0,0,4.45359993,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.111081302,-0.344788015,-0.988874853,8.492555618,-0.094833545,0.638377488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.394701958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
846,ECU 1998,0.007207051,95.33,NA,0.012070301,NA,NA,1990,0,0,0,0,0,0,0,0,1998,-0.200330272,0.45501107,ECU,7993,13,8014,0.729708433,4.45359993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.691702366,-4.824872494,-4.453692436,-4.618008137,-0.136728615,-0.136704013,-0.094685264,0,0,0,0,4.616626263,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.100715548,-0.988874853,-1.229100227,8.4145298,-0.347134769,0.624614537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.394701958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
847,ECU 1998,0.007207051,95.33,NA,0.012070301,NA,NA,1990,0,0,0,0,0,0,0,0,1998,-0.234054878,1.267002702,ECU,7995,13,8014,0.178561807,2.093553066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.174544811,-4.334838867,-4.121069431,-4.566484451,-0.192366645,-0.198377401,-0.172219723,0,0,0,0,3.328203678,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.160995558,-0.030511718,-0.344788015,8.602158546,-0.393967837,0.761212349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.394701958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
848,ECU 1998,0.007207051,95.33,NA,0.012070301,NA,NA,1990,0,0,0,0,0,0,0,0,1998,-0.136704013,0.709762752,ECU,7992,13,8014,0.994327128,4.616626263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.453692436,-4.618008137,-5.39394331,-4.633704662,-0.094685264,-0.153467193,-0.093627483,0,0,0,0,3.971062899,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07957273,-1.229100227,-1.987226725,8.344352722,-0.179272696,0.551184356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.394701958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
849,ECU 1999,0.006112508,90.1,NA,0.014464725,NA,NA,1990,0,0,0,0,0,0,0,0,1999,-0.2748321,3.574937582,ECU,7999,13,8014,-1.912945271,-6.506633759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.107068777,-3.413280725,-3.845306873,-3.66533637,-0.298599809,-0.166444167,-0.288405478,0,0,0,0,-4.415126324,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.336613625,1.391101718,1.236137509,9.36934948,-0.401115745,1.114247322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.411074638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
