,code,disindexla,GDP_rppp,gdp_g,k_g,tfp,tfp_g,decade,l1savgnatshock,l1savgpolshock,l1savgrevshock,l1savgtershock,natshock,polshock,revshock,tershock,year,ret,exchgvol,country,tsset_period,tsset_country,GDPPerCap,idgdp,iydgdp,scale_natshock,scale2_natshock,scale_polshock,scale2_polshock,scale_revshock,scale2_revshock,scale_tershock,scale2_tershock,scale_floshock,scale2_floshock,scale_nfloshock,scale2_nfloshock,scale_erqshock,scale2_erqshock,scale_stoshock,scale2_stoshock,scale_onatshock,scale2_onatshock,scale_d_polshock,scale2_d_polshock,scale_d_tershock,scale2_d_tershock,scale_d_natshock,scale2_d_natshock,scale_d_floshock,scale2_d_floshock,scale_d_nfloshock,scale2_d_nfloshock,scale_d_onatshock,scale2_d_onatshock,scale_d_stoshock,scale2_d_stoshock,scale_d_erqshock,scale2_d_erqshock,scale_d_revshock,scale2_d_revshock,lvol,lavgvol,l1lvol,l1lavgvol,avgret,l1ret,l1avgret,savgnatshock,savgpolshock,savgrevshock,savgtershock,l1iydgdp,l1avgnatshock_25,l1avgpolshock_25,l1avgrevshock_25,l1avgtershock_25,lavgbondvol,l1lavgbondvoly,avgbondyield,l1avgbondyield,lavgcs_vol,l1lavgcs_vol,l1avgcs_skew,l1lavgcs_kurt,avgcs_ret,l1avgcs_ret,avggdp_for_med,lavggdp_for_span,l1avgexR,lavgexchgvol,l1lavgexchgvol,lavgexchangerate,l1avgskew,l1lavgkurt,yy1,yy2,yy3,yy4,yy5,yy6,yy7,yy8,yy9,yy10,yy11,yy12,yy13,yy14,yy15,yy16,yy17,yy18,yy19,yy20,yy21,yy22,yy23,yy24,yy25,yy26,yy27,yy28,yy29,yy30,yy31,yy32,yy33,yy34,yy35,yy36,yy37,yy38,yy39,yy40,yy41,yy42,yy43,yy44,yy45,yy46,yy47,yy48,yy49,yy50,yy51,yy52,yy53,yy54,yy55,yy56,yy57,yy58,yy59,yy60,yy61,yy62,yy63,yy64,yy65,yy66,yy67,yy68,yy69,yy70,yy71,yy72,yy73,yy74,yy75,yy76,yy77,yy78,yy79,yy80,yy81,yy82,yy83,yy84,yy85,yy86,yy87,yy88,yy89,yy90,yy91,yy92,yy93,yy94,yy95,yy96,yy97,yy98,yy99,yy100,yy101,yy102,yy103,yy104,yy105,yy106,yy107,yy108,yy109,yy110,yy111,yy112,yy113,yy114,yy115,yy116,yy117,yy118,yy119,yy120,yy121,yy122,yy123,yy124,yy125,yy126,yy127,yy128,yy129,yy130,yy131,yy132,yy133,yy134,yy135,yy136,yy137,yy138,yy139,yy140,yy141,yy142,yy143,yy144,yy145,yy146,yy147,yy148,yy149,yy150,yy151,yy152,yy153,yy154,yy155,yy156,yy157,yy158,yy159,yy160,yy161,yy162,yy163,yy164,yy165,yy166,yy167,yy168,yy169,yy170,yy171,yy172,yy173,yy174,cc1,cc2,cc3,cc4,cc5,cc6,cc7,cc8,cc9,cc10,cc11,cc12,cc13,cc14,cc15,cc16,cc17,cc18,cc19,cc20,cc21,cc22,cc23,cc24,cc25,cc26,cc27,cc28,cc29,cc30,cc31,cc32,cc33,cc34,cc35,cc36,cc37,cc38,cc39,cc40,cc41,cc42,cc43,cc44,cc45,cc46,cc47,cc48,cc49,cc50,cc51,cc52,cc53,cc54,cc55,cc56,cc57,cc58,cc59,cc60,lpop,ivrich_l1savgnatshock,ivpost_l1savgnatshock,ivbig_l1savgnatshock,ivrich_l1savgpolshock,ivpost_l1savgpolshock,ivbig_l1savgpolshock,ivrich_l1savgrevshock,ivpost_l1savgrevshock,ivbig_l1savgrevshock,ivrich_l1savgtershock,ivpost_l1savgtershock,ivbig_l1savgtershock,evrich_l1avgret,evpost_l1avgret,evbig_l1avgret,evrich_l1lavgvol,evpost_l1lavgvol,evbig_l1lavgvol
1730,ISR 1995,0.05238457,118.14,NA,0.05434783,0.0145439,NA,1990,0,0,0,0.2159557,1,0,0,0,1995,0.05064581,0.2374584,ISR,7982,25,27548,2.66326,8.407128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.864604,-4.232447,-4.455301,-3.9472,-0.002466887,0.0980312,0.01732957,0,0,0,0.2159557,6.472744,0,0,0,0.25,-4.656201,-1.771739,14.99112,14.81833,-1.88013,-2.13615,-0.7412739,1.628085,-0.004850719,0.01329965,NA,NA,-0.01123869,-1.22728,-1.183969,1.099356,-0.306086,0.8817612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.584724,0,0,0,0,0,0,0,0,0,0.2159557,0,0,0.01732957,0,0,-3.9472,0,0
1731,ISR 1995,0.05238457,118.14,NA,0.05434783,0.0145439,NA,1990,0,0,0,0.2047511,0,0,0,1,1995,-0.04649408,0.3098412,ISR,7980,25,27548,1.41626,6.000917,0,0,0,0,0,0,0.04481852,0.0020087,0,0,0,0,0,0,0,0,0,0,0,0,0.000884045,3.96E-05,9.44E-05,4.23E-06,0,0,9.44E-05,4.23E-06,0,0,7.44E-05,3.33E-06,2.00E-05,8.95E-07,0,0,-3.86134,-3.824268,-4.034428,-3.790611,-0.08498687,-0.1120505,-0.1226265,0,0,0,0.2159557,6.799314,0,0,0,0.25,-4.540499,-1.932769,14.08953,12.83393,-2.151968,-2.424722,-0.5162225,0.553334,-0.04212491,-0.08550528,NA,NA,0.004365953,-1.260387,-1.315929,1.104292,-0.3221333,0.7290365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.584724,0,0,0,0,0,0,0,0,0,0.2047511,0,0,-0.1226265,0,0,-3.790611,0,0
1732,ISR 1995,0.05238457,118.14,NA,0.05434783,0.0145439,NA,1990,0,0,0,0.2159557,0,0,0,0,1995,0.008517268,0.4067431,ISR,7983,25,27548,1.589723,8.345875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.556018,-4.364672,-4.864604,-4.232447,0.02767505,0.05064581,-0.002466887,0,0,0,0.01120463,8.407128,0,0,0,0.25,-3.571909,-1.939785,14.48328,14.99112,-1.751838,-1.88013,-1.099339,1.936324,-0.002029205,-0.004850719,NA,NA,-0.002608968,-1.129998,-1.22728,1.102461,-0.1251426,0.6831167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.584724,0,0,0,0,0,0,0,0,0,0.2159557,0,0,-0.002466887,0,0,-4.232447,0,0
1733,ISR 1996,0.06693937,125.41,NA,0.05166673,0.01516342,0.0425961,1990,0,0,0,0.01120463,0,0,0,1,1996,-0.1051959,0.2780878,ISR,7984,25,27548,1.596532,8.526146,0,0,0,0,0,0,0.8890289,0.7903724,0,0,0,0,0,0,0,0,0,0,0,0,0.05765155,0.05125389,0.001240653,0.001102976,0,0,0.001240653,0.001102976,0.000205812,0.000182973,0.000746128,0.000663329,0.000288713,0.000256674,0,0,-4.727219,-4.638557,-4.556018,-4.364672,0.01299959,0.008517268,0.02767505,0,0,0,0.2222572,8.345875,0,0,0,0,-3.585147,-1.034653,14.25926,14.48328,-1.793843,-1.751838,-1.320572,2.069904,-0.02156577,-0.002029205,NA,NA,0.01610136,-1.15488,-1.129998,1.112019,-0.1263596,0.7433688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.613181,0,0,0,0,0,0,0,0,0,0.01120463,0,0,0.02767505,0,0,-4.364672,0,0
1734,ISR 1996,0.06693937,125.41,NA,0.05166673,0.01516342,0.0425961,1990,0,0,0,0.2222572,0,0,0,0,1996,-0.06882264,0.2299914,ISR,7986,25,27548,1.123794,5.330659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.09338,-4.39724,-4.32697,-4.598263,-0.04645189,-0.02030627,-0.01658477,0,0,0,0.2222572,6.870124,0,0,0,0.25,-3.505215,-0.9594706,15.3351,14.80485,-1.684747,-1.745176,-0.811016,1.961673,-0.08668671,-0.05927792,NA,NA,0.03514288,-1.08519,-1.079679,1.144576,-0.1469443,0.7973163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.613181,0,0,0,0,0,0,0,0,0,0.2222572,0,0,-0.01658477,0,0,-4.598263,0,0
1735,ISR 1996,0.06693937,125.41,NA,0.05166673,0.01516342,0.0425961,1990,0,0,0,0.2222572,0,0,0,0,1996,0.1005362,0.3493678,ISR,7987,25,27548,1.268719,5.009655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.623018,-4.411159,-4.09338,-4.39724,-0.02344715,-0.06882264,-0.04645189,0,0,0,0.2222572,5.330659,0,0,0,0.25,-3.831204,-0.9385502,15.49453,15.3351,-1.669479,-1.684747,-0.5097754,1.752835,-0.03774615,-0.08668671,NA,NA,0.03140429,-1.128575,-1.08519,1.159565,-0.05259047,0.8473921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.613181,0,0,0,0,0,0,0,0,0,0.2222572,0,0,-0.04645189,0,0,-4.39724,0,0
1736,ISR 1996,0.06693937,125.41,NA,0.05166673,0.01516342,0.0425961,1990,0,0,0,0.2222572,0,0,0,0,1996,-0.02030627,0.4365285,ISR,7985,25,27548,1.02061,6.870124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.32697,-4.598263,-4.727219,-4.638557,-0.01658477,-0.1051959,0.01299959,0,0,0,0.2222572,8.526146,0,0,0,0.25,-3.514749,-1.054789,14.80485,14.25926,-1.745176,-1.793843,-0.8303115,1.813808,-0.05927792,-0.02156577,NA,NA,0.0197389,-1.079679,-1.15488,1.132023,-0.1671967,0.7055473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.613181,0,0,0,0,0,0,0,0,0,0.2222572,0,0,0.01299959,0,0,-4.638557,0,0
1737,ISR 1997,0.06982875,130.53,NA,0.05385818,0.01532204,0.010461,1990,0,0,0,0.2222572,0,0,0,0,1997,0.126292,0.1946956,ISR,7988,25,27548,1.052539,4.465662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.145847,-4.276885,-4.623018,-4.411159,0.03442483,0.1005362,-0.02344715,0,0,0,0,5.009655,0,0,0,0.25,-3.840812,-1.197841,15.31091,15.49453,-1.622425,-1.669479,-0.34635,1.786199,0.01352652,-0.03774615,NA,NA,0.01584835,-1.195192,-1.128575,1.17567,-0.03636564,0.8009098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.638774,0,0,0,0,0,0,0,0,0,0.2222572,0,0,-0.02344715,0,0,-4.411159,0,0
1738,ISR 1997,0.06982875,130.53,NA,0.05385818,0.01532204,0.010461,1990,0,0,0,0,0,0,0,1,1997,0.02332671,0.4140341,ISR,7990,25,27548,0.7898705,4.224776,0,0,0,0,0,0,0.08958519,0.008025506,0,0,0,0,0,0,0,0,0,0,0,0,0.002024765,0.000181389,0.000373974,3.35E-05,0.000179247,1.61E-05,0.000194728,1.74E-05,4.83E-05,4.33E-06,8.27E-05,7.41E-06,6.37E-05,5.71E-06,0,0,-4.532934,-4.44916,-4.570643,-4.329678,0.09395257,0.1256553,0.07091523,0,0,0,0.0223963,4.5587,0,0,0,0,-3.987682,-1.355958,13.90493,14.64904,-1.670205,-1.665094,-0.6463275,1.921418,0.09845582,0.06254502,NA,NA,0.04388427,-1.114336,-1.265415,1.216375,0.1842662,0.777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.638774,0,0,0,0,0,0,0,0,0,0,0,0,0.07091523,0,0,-4.329678,0,0
1739,ISR 1997,0.06982875,130.53,NA,0.05385818,0.01532204,0.010461,1990,0,0,0,0,0,0,0,0,1997,0.1256553,0.3544344,ISR,7989,25,27548,1.113648,4.5587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.570643,-4.329678,-4.145847,-4.276885,0.07091523,0.126292,0.03442483,0,0,0,0,4.465662,0,0,0,0,-3.946435,-1.21498,14.64904,15.31091,-1.665094,-1.622425,-0.7321932,1.974595,0.06254502,0.01352652,NA,NA,0.03119435,-1.265415,-1.195192,1.189398,0.07248291,0.8813071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.638774,0,0,0,0,0,0,0,0,0,0,0,0,0.03442483,0,0,-4.276885,0,0
1740,ISR 1997,0.06982875,130.53,NA,0.05385818,0.01532204,0.010461,1990,0,0,0,0.0223963,0,0,0,0,1997,-0.02168347,0.2677428,ISR,7991,25,27548,0.779697,3.735754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.844493,-4.227973,-4.532934,-4.44916,0.06339765,0.02332671,0.09395257,0,0,0,0.0223963,4.224776,0,0,0,0,-4.57543,-1.419765,13.38223,13.90493,-1.708363,-1.670205,-0.3400765,2.01797,0.05166026,0.09845582,NA,NA,0.03181437,-1.178543,-1.114336,1.236671,0.1118658,0.7720373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.638774,0,0,0,0,0,0,0,0,0,0.0223963,0,0,0.09395257,0,0,-4.44916,0,0
1741,ISR 1998,0.06987613,136.08,NA,0.04669007,0.01555245,0.01503782,1990,0,0,0,0.0223963,0,0,0,0,1998,0.03920081,0.2611897,ISR,7992,25,27548,0.7593883,3.442604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.439015,-4.29943,-3.844493,-4.227973,0.04162484,-0.02168347,0.06339765,0,0,0,0.0223963,3.735754,0,0,0,0,-4.633599,-1.998174,12.9586,13.38223,-1.68587,-1.708363,0.0501712,1.984739,0.0202407,0.05166026,NA,NA,0.03215514,-1.125931,-1.178543,1.25542,0.2009089,0.8619525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.662214,0,0,0,0,0,0,0,0,0,0.0223963,0,0,0.06339765,0,0,-4.227973,0,0
1742,ISR 1998,0.06987613,136.08,NA,0.04669007,0.01555245,0.01503782,1990,0,0,0,0,0,0,0,0,1998,0.02287567,0.8792493,ISR,7995,25,27548,0.7164997,3.109862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.133691,-4.290846,-4.113428,-4.197259,-0.01311807,-0.1455139,-0.02425785,0,0,0,0,3.173059,0,0,0,0,-3.872607,-2.057548,11.33877,11.48212,-1.768417,-1.770256,-0.6547539,2.066242,-0.01597317,-0.04022252,NA,NA,0.03660644,-0.6366386,-0.9776579,1.333379,0.1516655,0.7793443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.662214,0,0,0,0,0,0,0,0,0,0,0,0,-0.02425785,0,0,-4.197259,0,0
